fc,beta,pwp,l,ks,ki,kb,kperc,coeff_pet,ddf,scf,ts,tm,tti,whc,crf,maxbas,station_id
254.74648820637125,1.676533825424147,0.18658664254033716,203.75068511240676,0.454345414790794,0.2723174867609975,0.08143915577943237,0.7718391989286416,0.656418420915365,8.453040102411213,0.7321990254984434,1.291817704868555,1.4873288984604667,-0.9280108840811565,0.05672505765079288,0.36134141166311073,1.5503940482200749,01094500
