fc,beta,pwp,l,ks,ki,kb,kperc,coeff_pet,ddf,scf,ts,tm,tti,whc,crf,maxbas,station_id
475.7201615507102,1.5985130909480916,0.06470697871811651,925.187379492146,0.7395127036593998,0.37975358588285574,0.25347972431218274,0.9515424420154925,1.3101614102170487,3.5183354396020405,0.9451803715508612,0.6921555401609041,-0.9346587222816618,0.042751127195590266,0.12764069045228607,0.19198215373321326,4.580390997833647,01094400
